0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,
0,0,0,0,0,115,115,115,115,115,230,230,230,230,230,345,345,345,345,345,460,460,460,460,460,575,575,575,575,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,0,115,115,130,130,130,230,230,245,245,260,345,345,360,360,375,460,460,475,475,490,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,0,47,115,115,130,130,162,230,230,245,245,277,345,345,360,360,392,460,460,475,475,507,575,575,590,590,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,27,47,115,115,130,142,162,230,230,245,257,277,345,345,360,372,392,460,460,475,487,507,575,575,590,602,
0,0,0,32,47,115,115,130,147,162,230,230,245,262,277,345,345,360,377,392,460,460,475,492,507,575,575,590,607,
0,0,0,32,47,115,115,130,147,162,230,230,245,262,277,345,345,360,377,392,460,460,475,492,507,575,575,590,607,
0,0,0,32,47,115,115,130,147,162,230,230,245,262,277,345,345,360,377,392,460,460,475,492,507,575,575,590,607,
0,0,0,34,47,115,115,130,149,162,230,230,245,264,277,345,345,360,379,392,460,460,475,494,507,575,575,590,609,
0,0,0,35,47,115,115,130,150,162,230,230,245,265,277,345,345,360,380,392,460,460,475,495,507,575,575,590,610,
