0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,
0,0,0,38,50,0,110,122,148,160,0,220,0,0,270,0,330,0,0,0,0,440,0,0,0,0,0,0,0,
0,0,0,38,0,110,0,0,148,0,220,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,110,110,0,148,160,220,220,0,258,0,0,330,0,368,0,0,0,0,478,0,0,0,0,0,
0,0,0,38,0,99,0,0,137,0,198,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,0,99,121,137,149,0,198,0,0,248,0,297,0,0,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,0,99,0,0,137,0,198,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,0,99,121,137,149,0,198,0,0,248,0,297,0,0,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,0,0,316,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,0,0,415,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,0,0,335,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,0,0,415,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,0,0,415,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,396,0,0,446,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,0,0,434,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,0,0,335,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,396,0,0,446,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,396,0,0,446,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,396,0,0,446,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,0,0,396,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,0,0,434,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,0,0,347,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,0,0,415,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,396,415,0,0,495,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,0,0,396,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,0,0,396,0,0,0,0,0,0,0,0,
0,0,0,38,50,99,99,118,137,149,198,198,217,236,248,297,297,316,335,347,396,0,0,434,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,211,220,276,276,283,303,312,368,0,0,395,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,211,220,276,276,283,303,0,0,368,0,0,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,211,220,276,276,283,303,312,368,0,0,395,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,211,220,276,276,283,303,312,368,0,0,395,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,211,220,276,276,283,303,312,368,0,0,395,0,0,0,0,0,
0,0,0,27,36,92,92,99,119,128,184,184,191,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,288,336,0,0,363,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,288,336,0,0,363,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,0,0,336,0,0,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,0,0,336,0,0,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,0,0,336,0,0,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,27,36,84,84,99,111,120,168,168,183,195,204,252,252,267,279,0,0,336,0,0,0,0,0,0,0,
0,0,0,27,36,76,76,90,103,112,152,152,166,179,188,228,228,242,255,0,0,304,0,0,0,0,0,0,0,
